atom_id,atom_category,atom_type,primary_value,attributes_json,tags_json,source_dataset_id,source_row_id,source_line_no
ATOM:domain_policy_prompt_compiler:PROFILE:project_spec,rule,domain_profile,project_spec,"{""default_template_id"": ""TPL_PROJECT_SPEC_V1"", ""description"": ""Structured project/product specification for stakeholders"", ""domain_type"": ""project_spec"", ""required_sections"": ""Goal|Inputs Required|Directives|Constraints|Output Format|Tone Policy|System Metrics"", ""risk_baseline"": ""low""}","[""domain_type:project_spec"", ""kind:domain_profile"", ""risk:low"", ""template_id:TPL_PROJECT_SPEC_V1""]",domain_policy_prompt_compiler,project_spec,2
ATOM:domain_policy_prompt_compiler:TEMPLATE:project_spec,reference,template_ref,TPL_PROJECT_SPEC_V1,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:project_spec"", ""template_id"": ""TPL_PROJECT_SPEC_V1""}","[""kind:template_ref"", ""parent:project_spec""]",domain_policy_prompt_compiler,project_spec,2
ATOM:domain_policy_prompt_compiler:SECTION:project_spec:01,pattern,required_section,Goal,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:project_spec"", ""section"": ""Goal""}","[""kind:required_section"", ""parent:project_spec""]",domain_policy_prompt_compiler,project_spec,2
ATOM:domain_policy_prompt_compiler:SECTION:project_spec:02,pattern,required_section,Inputs Required,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:project_spec"", ""section"": ""Inputs Required""}","[""kind:required_section"", ""parent:project_spec""]",domain_policy_prompt_compiler,project_spec,2
ATOM:domain_policy_prompt_compiler:SECTION:project_spec:03,pattern,required_section,Directives,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:project_spec"", ""section"": ""Directives""}","[""kind:required_section"", ""parent:project_spec""]",domain_policy_prompt_compiler,project_spec,2
ATOM:domain_policy_prompt_compiler:SECTION:project_spec:04,pattern,required_section,Constraints,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:project_spec"", ""section"": ""Constraints""}","[""kind:required_section"", ""parent:project_spec""]",domain_policy_prompt_compiler,project_spec,2
ATOM:domain_policy_prompt_compiler:SECTION:project_spec:05,pattern,required_section,Output Format,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:project_spec"", ""section"": ""Output Format""}","[""kind:required_section"", ""parent:project_spec""]",domain_policy_prompt_compiler,project_spec,2
ATOM:domain_policy_prompt_compiler:SECTION:project_spec:06,pattern,required_section,Tone Policy,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:project_spec"", ""section"": ""Tone Policy""}","[""kind:required_section"", ""parent:project_spec""]",domain_policy_prompt_compiler,project_spec,2
ATOM:domain_policy_prompt_compiler:SECTION:project_spec:07,pattern,required_section,System Metrics,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:project_spec"", ""section"": ""System Metrics""}","[""kind:required_section"", ""parent:project_spec""]",domain_policy_prompt_compiler,project_spec,2
ATOM:domain_policy_prompt_compiler:PROFILE:engineering,rule,domain_profile,engineering,"{""default_template_id"": ""TPL_ENGINEERING_V1"", ""description"": ""Code review/refactor/debug specification prompt"", ""domain_type"": ""engineering"", ""required_sections"": ""Goal|Inputs Required|Directives|Constraints|Output Format|Tone Policy|System Metrics"", ""risk_baseline"": ""medium""}","[""domain_type:engineering"", ""kind:domain_profile"", ""risk:medium"", ""template_id:TPL_ENGINEERING_V1""]",domain_policy_prompt_compiler,engineering,3
ATOM:domain_policy_prompt_compiler:TEMPLATE:engineering,reference,template_ref,TPL_ENGINEERING_V1,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:engineering"", ""template_id"": ""TPL_ENGINEERING_V1""}","[""kind:template_ref"", ""parent:engineering""]",domain_policy_prompt_compiler,engineering,3
ATOM:domain_policy_prompt_compiler:SECTION:engineering:01,pattern,required_section,Goal,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:engineering"", ""section"": ""Goal""}","[""kind:required_section"", ""parent:engineering""]",domain_policy_prompt_compiler,engineering,3
ATOM:domain_policy_prompt_compiler:SECTION:engineering:02,pattern,required_section,Inputs Required,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:engineering"", ""section"": ""Inputs Required""}","[""kind:required_section"", ""parent:engineering""]",domain_policy_prompt_compiler,engineering,3
ATOM:domain_policy_prompt_compiler:SECTION:engineering:03,pattern,required_section,Directives,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:engineering"", ""section"": ""Directives""}","[""kind:required_section"", ""parent:engineering""]",domain_policy_prompt_compiler,engineering,3
ATOM:domain_policy_prompt_compiler:SECTION:engineering:04,pattern,required_section,Constraints,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:engineering"", ""section"": ""Constraints""}","[""kind:required_section"", ""parent:engineering""]",domain_policy_prompt_compiler,engineering,3
ATOM:domain_policy_prompt_compiler:SECTION:engineering:05,pattern,required_section,Output Format,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:engineering"", ""section"": ""Output Format""}","[""kind:required_section"", ""parent:engineering""]",domain_policy_prompt_compiler,engineering,3
ATOM:domain_policy_prompt_compiler:SECTION:engineering:06,pattern,required_section,Tone Policy,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:engineering"", ""section"": ""Tone Policy""}","[""kind:required_section"", ""parent:engineering""]",domain_policy_prompt_compiler,engineering,3
ATOM:domain_policy_prompt_compiler:SECTION:engineering:07,pattern,required_section,System Metrics,"{""parent"": ""ATOM:domain_policy_prompt_compiler:PROFILE:engineering"", ""section"": ""System Metrics""}","[""kind:required_section"", ""parent:engineering""]",domain_policy_prompt_compiler,engineering,3
ATOM:domain_policy_prompt_compiler:PROFILE:creative,rule,domain_profile,creative,"{""default_template_id"": ""TPL_CREATIVE_V1"", ""description"": ""Constrained creative generation prompt spec"", ""domain_type"": ""creative"", ""required_sections"": ""Goal|Inputs Required|Directives|Constraints|Output Format|Tone Policy|System Metrics"", ""risk_baseline"": ""low""}","[""domain_type:creative"", ""kind:domain_profile"", ""risk:low"", ""template_id:TPL_CREATIVE_V1""]",domain_policy_prompt_compiler,creative,4
