atom_id,atom_category,atom_type,primary_value,attributes_json,tags_json,source_dataset_id,source_row_id,source_line_no
ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1,rule,template_profile,Project Spec v1,"{""constraints"": ""No invented facts; ask missing info"", ""directives"": ""Clarify goal+audience then specify deliverable"", ""domain_type"": ""project_spec"", ""output_format"": ""Markdown with fixed headings"", ""required_sections"": ""Goal|Inputs Required|Directives|Constraints|Output Format|Tone Policy|System Metrics"", ""risk_baseline"": ""low"", ""template_id"": ""TPL_PROJECT_SPEC_V1"", ""template_name"": ""Project Spec v1"", ""tone_policy"": ""Clear and practical""}","[""domain_type:project_spec"", ""kind:template_profile"", ""risk:low"", ""template_id:TPL_PROJECT_SPEC_V1""]",prompt_template_catalogue_prompt_compiler_gardenier_agent,TPL_PROJECT_SPEC_V1,2
ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:SECTION:TPL_PROJECT_SPEC_V1:01,pattern,required_section,Goal,"{""parent"": ""ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1"", ""section"": ""Goal""}","[""kind:required_section"", ""parent:TPL_PROJECT_SPEC_V1""]",prompt_template_catalogue_prompt_compiler_gardenier_agent,TPL_PROJECT_SPEC_V1,2
ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:SECTION:TPL_PROJECT_SPEC_V1:02,pattern,required_section,Inputs Required,"{""parent"": ""ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1"", ""section"": ""Inputs Required""}","[""kind:required_section"", ""parent:TPL_PROJECT_SPEC_V1""]",prompt_template_catalogue_prompt_compiler_gardenier_agent,TPL_PROJECT_SPEC_V1,2
ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:SECTION:TPL_PROJECT_SPEC_V1:03,pattern,required_section,Directives,"{""parent"": ""ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1"", ""section"": ""Directives""}","[""kind:required_section"", ""parent:TPL_PROJECT_SPEC_V1""]",prompt_template_catalogue_prompt_compiler_gardenier_agent,TPL_PROJECT_SPEC_V1,2
ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:SECTION:TPL_PROJECT_SPEC_V1:04,pattern,required_section,Constraints,"{""parent"": ""ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1"", ""section"": ""Constraints""}","[""kind:required_section"", ""parent:TPL_PROJECT_SPEC_V1""]",prompt_template_catalogue_prompt_compiler_gardenier_agent,TPL_PROJECT_SPEC_V1,2
ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:SECTION:TPL_PROJECT_SPEC_V1:05,pattern,required_section,Output Format,"{""parent"": ""ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1"", ""section"": ""Output Format""}","[""kind:required_section"", ""parent:TPL_PROJECT_SPEC_V1""]",prompt_template_catalogue_prompt_compiler_gardenier_agent,TPL_PROJECT_SPEC_V1,2
ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:SECTION:TPL_PROJECT_SPEC_V1:06,pattern,required_section,Tone Policy,"{""parent"": ""ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1"", ""section"": ""Tone Policy""}","[""kind:required_section"", ""parent:TPL_PROJECT_SPEC_V1""]",prompt_template_catalogue_prompt_compiler_gardenier_agent,TPL_PROJECT_SPEC_V1,2
ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:SECTION:TPL_PROJECT_SPEC_V1:07,pattern,required_section,System Metrics,"{""parent"": ""ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1"", ""section"": ""System Metrics""}","[""kind:required_section"", ""parent:TPL_PROJECT_SPEC_V1""]",prompt_template_catalogue_prompt_compiler_gardenier_agent,TPL_PROJECT_SPEC_V1,2
ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:DIRECTIVE:TPL_PROJECT_SPEC_V1:01,rule,directive,Clarify goal+audience then specify deliverable,"{""parent"": ""ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1""}","[""kind:directive"", ""parent:TPL_PROJECT_SPEC_V1""]",prompt_template_catalogue_prompt_compiler_gardenier_agent,TPL_PROJECT_SPEC_V1,2
ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:CONSTRAINT:TPL_PROJECT_SPEC_V1:01,rule,constraint,No invented facts,"{""parent"": ""ATOM:prompt_template_catalogue_prompt_compiler_gardenier_agent:PROFILE:TPL_PROJECT_SPEC_V1""}","[""kind:constraint"", ""parent:TPL_PROJECT_SPEC_V1""]",prompt_template_catalogue_prompt_compiler_gardenier_agent,TPL_PROJECT_SPEC_V1,2
